kanji,strokes,grade,freq,jlpt,meanings,readings_on,readings_kun
瓶,11,8,1528,2,"Bottle, Vial, Jar, Jug, Vat, Urn",びん,かめ
耕,10,5,1568,2,"Till, Plow, Cultivate",こう,たがや.す
肯,8,8,1813,2,"Agreement, Consent, Comply With",こう,がえんじ.る
脂,10,8,1548,2,"Fat, Grease, Tallow, Lard, Rosin, Gum, Tar",し,あぶら
膚,15,8,1679,2,"Skin, Body, Grain, Texture, Disposition",ふ,はだ
軒,10,8,1416,2,"Flats, Counter For Houses, Eaves",けん,のき
軟,11,8,1269,2,Soft,なん,"やわ.らか, やわ.らかい"
郊,9,8,1304,2,"Outskirts, Suburbs, Rural Area",こう,
隅,12,8,1601,2,"Corner, Nook",ぐう,すみ
隻,10,8,1546,2,"Vessels, Counter For Ships, Fish, Birds, Arrows, One Of A Pair",せき,
邸,8,8,905,1,"Residence, Mansion",てい,やしき
郡,10,4,965,1,"County, District",ぐん,こおり
釈,11,8,1097,1,Explanation,"しゃく, せき","とく, す.てる, ゆる.す"
肪,8,8,1878,1,"Obese, Fat",ぼう,
喚,12,8,1120,1,"Yell, Cry, Call, Scream, Summon",かん,わめ.く
媛,12,8,1735,1,"Beautiful Woman, Princess",えん,ひめ
貞,9,8,1389,1,"Upright, Chastity, Constancy, Righteousness",てい,さだ
玄,5,8,1409,1,"Mysterious, Occultness, Black, Deep, Profound",げん,"くろ, くろ.い"
苗,8,8,1713,1,"Seedling, Sapling, Shoot","びょう, みょう","なえ, なわ-"
渦,12,8,1789,1,"Whirlpool, Eddy, Vortex",か,うず
慈,13,8,1811,1,Mercy,じ,いつく.しむ
襟,18,8,2030,1,"Collar, Neck, Lapel, One's Inner Feelings",きん,えり
蓮,13,9,1839,1,Lotus,れん,"はす, はちす"
亮,9,9,1821,1,"Clear, Help",りょう,あきらか
聡,14,9,1507,1,"Wise, Fast Learner",そう,"さと.い, みみざと.い"
浦,10,8,977,1,"Bay, Creek, Inlet, Gulf, Beach, Seacoast",ほ,うら
塚,12,8,869,1,"Hillock, Mound",ちょう,"つか, -づか"
陥,10,8,1154,1,"Collapse, Fall Into, Cave In, Fall (castle), Slide Into",かん,"おちい.る, おとしい.れる"
貫,11,8,1156,1,"Pierce, 8 1/3lbs, Penetrate, Brace",かん,"つらぬ.く, ぬ.く, ぬき"
覇,19,8,1173,1,"Hegemony, Supremacy, Leadership, Champion","は, はく",はたがしら
呂,7,8,2055,1,"Spine, Backbone","ろ, りょ",せぼね
茨,9,8,1203,0,"Briar, Thorn","し, じ","いばら, かや, くさぶき"
擁,16,8,1213,1,"Hug, Embrace, Possess, Protect, Lead",よう,
孤,9,8,1239,1,"Orphan, Alone",こ,
賠,15,8,1243,1,"Compensation, Indemnify",ばい,
鎖,18,8,1250,1,"Chain, Irons, Connection",さ,"くさり, とざ.す"
噴,15,8,1270,1,"Erupt, Spout, Emit, Flush Out",ふん,ふ.く
祥,10,8,1273,1,"Auspicious, Happiness, Blessedness, Good Omen, Good Fortune",しょう,"さいわ.い, きざ.し, よ.い, つまび.らか"
牲,9,8,1274,1,"Animal Sacrifice, Offering",せい,
秩,10,8,1275,1,"Regularity, Salary, Order",ちつ,
唆,10,8,1278,1,"Tempt, Seduce, Instigate, Promote",さ,"そそ.る, そそのか.す"
膨,16,8,1293,1,"Swell, Get Fat, Thick",ぼう,"ふく.らむ, ふく.れる"
芳,7,8,1302,1,"Perfume, Balmy, Favorable, Fragrant",ほう,かんば.しい
恒,9,8,1314,1,"Constancy, Always",こう,"つね, つねに"
倫,10,8,1322,1,"Ethics, Companion",りん,
陳,11,8,1323,1,"Exhibit, State, Relate, Explain",ちん,ひ.ねる
須,12,8,1339,1,"Ought, By All Means, Necessarily","す, しゅ","すべから.く, すべし, ひげ, まつ, もち.いる, もと.める"
偏,11,8,1340,1,"Partial, Side, Left-side Radical, Inclining, Biased",へん,かたよ.る
遇,12,8,1343,1,"Meet, Encounter, Interview, Treat, Entertain, Receive, Deal With",ぐう,あ.う
糧,18,8,1354,1,"Provisions, Food, Bread","りょう, ろう",かて
殊,10,8,1361,1,"Particularly, Especially, Exceptionally",しゅ,こと
慢,14,8,1368,1,"Ridicule, Laziness",まん,
没,7,8,1385,1,"Drown, Sink, Hide, Fall Into, Disappear, Die","ぼつ, もつ","おぼ.れる, しず.む, ない"
怠,9,8,1703,1,"Neglect, Laziness",たい,"おこた.る, なま.ける"
遭,14,8,1554,1,"Encounter, Meet, Party, Association, Interview, Join",そう,"あ.う, あ.わせる"
惰,12,8,2336,1,"Lazy, Laziness",だ,
猟,11,8,1851,1,"Game-hunting, Shooting, Game, Bag",りょう,"かり, か.る"
乃,2,9,1978,1,"From, Possessive Particle, Whereupon, Accordingly","ない, だい, の, あい","の, すなわ.ち, なんじ"
綾,14,9,1759,1,"Design, Figured Cloth, Twill",りん,あや
颯,14,9,0,1,"Sudden, Quick, Sound Of The Wind","さつ, そう",さっ.と
隼,10,9,2224,1,Falcon,"しゅん, じゅん",はやぶさ
輔,14,9,1898,1,Help,"ほ, ふ",たす.ける
寛,13,8,1377,1,"Tolerant, Leniency, Generosity, Relax, Feel At Home, Be At Ease, Broadminded",かん,"くつろ.ぐ, ひろ.い, ゆる.やか"
胞,9,8,1379,1,"Placenta, Sac, Sheath",ほう,
浄,9,8,1383,1,"Clean, Purify, Cleanse, Exorcise, Manchu Dynasty","じょう, せい","きよ.める, きよ.い"
随,12,8,1396,1,"Follow, Though, Notwithstanding, While, During, Both, All, Obey, Submit To, Comply, At The Mercy Of (the Waves)",ずい,"まにま.に, したが.う"
稿,15,8,1400,1,"Draft, Copy, Manuscript, Straw",こう,"わら, したがき"
丹,4,8,1402,1,"Rust-colored, Red, Red Lead, Pills, Sincerity",たん,に
壌,16,8,1407,1,"Lot, Earth, Soil",じょう,つち
舗,15,8,1412,1,"Shop, Store, Pave",ほ,
騰,20,8,1420,1,"Leaping Up, Jumping Up, Rising, Advancing, Going",とう,"あが.る, のぼ.る"
緯,16,8,1430,1,"Horizontal, Woof, Left & Right, (parallels Of) Latitude, Prediction",い,"よこいと, ぬき"
艇,13,8,1433,1,"Rowboat, Small Boat",てい,
披,8,8,1438,1,"Expose, Open",ひ,
錦,16,8,1440,1,"Brocade, Fine Dress, Honors",きん,にしき
准,10,8,1441,1,"Quasi-, Semi-, Associate",じゅん,
剰,11,8,1448,1,"Surplus, Besides",じょう,"あまつさえ, あま.り, あま.る"
繊,17,8,1451,1,"Slender, Fine, Thin Kimono",せん,
諭,16,8,1461,1,"Rebuke, Admonish, Charge, Warn, Persuade",ゆ,さと.す
惨,11,8,1463,1,"Wretched, Disaster, Cruelty, Harsh","さん, ざん","みじ.め, いた.む, むご.い"
虐,9,8,1464,1,"Tyrannize, Oppress",ぎゃく,しいた.げる
据,11,8,1468,1,"Set, Lay A Foundation, Install, Equip, Squat Down, Sit Down",きょ,"す.える, す.わる"
徐,10,8,1470,1,"Gradually, Slowly, Deliberately, Gently",じょ,おもむ.ろに
搭,12,8,1472,1,"Board, Load (a Vehicle), Ride",とう,
蒙,13,9,2360,0,"Ignorance, Darkness, Get, Receive, Be Subjected To, Sustain, Mongolia","もう, ぼう","こうむ.る, おお.う, くら.い"
鯉,18,9,2369,1,Carp,り,こい
戴,17,8,2332,0,"Be Crowned With, Live Under (a Ruler), Receive",たい,いただ.く
緋,14,9,2443,1,"Scarlet, Cardinal",ひ,"あけ, あか"
曙,17,9,1518,1,"Dawn, Daybreak",しょ,あけぼの
胡,9,9,1995,1,"Barbarian, Foreign","う, こ, ご",なんぞ
瓜,6,9,2459,0,Melon,"か, け",うり
帥,9,8,2016,1,"Commander, Leading Troops, Governor",すい,
啓,11,8,1403,1,"Disclose, Open, Say",けい,"ひら.く, さと.す"
葵,12,9,2122,1,Hollyhock,き,あおい
駿,17,9,1817,1,"A Good Horse, Speed, A Fast Person","しゅん, すん",すぐ.れる
諒,15,9,0,1,"Fact, Reality, Understand, Appreciate",りょう,"あきら.か, まことに"
莉,10,9,0,1,Jasmine,"り, らい, れい",
鯨,19,8,1486,1,Whale,げい,くじら
荘,9,8,1489,1,"Villa, Inn, Cottage, Feudal Manor, Solemn, Dignified","そう, しょう, ちゃん","ほうき, おごそ.か"
栽,10,8,1496,1,"Plantation, Planting",さい,
拐,8,8,1498,1,"Kidnap, Falsify",かい,
冠,9,8,1503,1,"Crown, Best, Peerless",かん,かんむり
勲,15,8,1513,1,"Meritorious Deed, Merit",くん,いさお
酬,13,8,1515,1,"Repay, Reward, Retribution","しゅう, しゅ, とう",むく.いる
紋,10,8,1519,1,"Family Crest, Figures",もん,
卸,9,8,1520,1,Wholesale,しゃ,"おろ.す, おろし, おろ.し"
欄,20,8,1523,1,"Column, Handrail, Blank, Space",らん,てすり
逸,11,8,1524,1,"Deviate, Idleness, Leisure, Miss The Mark, Evade, Elude, Parry, Diverge",いつ,"そ.れる, そ.らす, はぐ.れる"
尚,8,8,1531,1,"Esteem, Furthermore, Still, Yet",しょう,なお
顕,18,8,1536,1,"Appear, Existing",けん,"あきらか, あらわ.れる"
粛,11,8,1549,1,"Solemn, Quietly, Softly","しゅく, すく",つつし.む
愚,13,8,1551,1,"Foolish, Folly, Absurdity, Stupid",ぐ,おろ.か
庶,11,8,1558,1,"Commoner, All, Bastard",しょ,
践,13,8,1570,1,"Tread, Step On, Trample, Practice, Carry Through",せん,ふ.む
呈,7,8,1571,1,"Display, Offer, Present, Send, Exhibit",てい,
疎,12,8,1572,1,"Alienate, Rough, Neglect, Shun, Sparse, Penetrate","そ, しょ","うと.い, うと.む, まば.ら"
疾,10,8,1577,1,Rapidly,しつ,はや.い
謡,16,8,1580,1,"Song, Sing, Ballad, Noh Chanting",よう,"うた.い, うた.う"
鎌,18,8,1587,1,"Sickle, Scythe, Trick","れん, けん",かま
酷,14,8,1596,1,"Cruel, Severe, Atrocious, Unjust",こく,ひど.い
叙,9,8,1954,1,"Confer, Relate, Narrate, Describe",じょ,"つい.ず, ついで"
且,5,8,0,1,"Moreover, Also, Furthermore","しょ, そ, しょう",か.つ
痴,13,8,1663,1,"Stupid, Foolish",ち,"し.れる, おろか"
呆,7,13,1848,0,"Be Amazed, Disgusted, Shocked",ほう,"ほけ.る, ぼ.ける, あき.れる, おろか"
哺,10,8,2461,0,"Nurse, Suckle",ほ,"はぐく.む, ふく.む"
傲,13,8,0,0,Be Proud,ごう,"おご.る, あなど.る"
茎,8,8,2013,1,"Stalk, Stem","けい, きょう",くき
阿,8,9,1126,1,"Africa, Flatter, Fawn Upon, Corner, Nook, Recess","あ, お","おもね.る, くま"
悠,11,8,1921,1,"Permanence, Distant, Long Time, Leisure",ゆう,
杏,7,9,2159,1,Apricot,"きょう, あん, こう",あんず
茜,9,9,2422,1,"Madder, Red Dye, Turkey Red",せん,あかね
栞,10,9,0,1,"Bookmark, Guidebook",かん,しおり
伏,6,8,1604,1,"Prostrated, Bend Down, Bow, Cover, Lay (pipes)",ふく,"ふ.せる, ふ.す"
鎮,18,8,1617,1,"Tranquilize, Ancient Peace-preservation Centers",ちん,"しず.める, しず.まる, おさえ"
奉,8,8,1624,1,"Observance, Offer, Present, Dedicate","ほう, ぶ","たてまつ.る, まつ.る, ほう.ずる"
憂,15,8,1625,1,"Melancholy, Grieve, Lament, Be Anxious, Sad, Unhappy",ゆう,"うれ.える, うれ.い, う.い, う.き"
朴,6,8,1626,1,"Crude, Simple, Plain, Docile",ぼく,"ほう, ほお, えのき"
栃,9,8,1427,0,"Horse Chestnut, (kokuji)",,とち
惜,11,8,1641,1,"Pity, Be Sparing Of, Frugal, Stingy, Regret",せき,"お.しい, お.しむ"
佳,8,8,1643,1,"Excellent, Beautiful, Good, Pleasing, Skilled",か,
悼,11,8,1645,1,"Lament, Grieve Over",とう,いた.む
該,13,8,1648,1,"Above-stated, The Said, That Specific",がい,
赴,9,8,1649,1,"Proceed, Get, Become, Tend",ふ,おもむ.く
髄,19,8,1652,1,"Marrow, Pith, Essence",ずい,
傍,12,8,1660,1,"Bystander, Side, Besides, While, Nearby, Third Person",ぼう,"かたわ.ら, わき, おか-, はた, そば"
累,11,8,1662,1,"Accumulate, Involvement, Trouble, Tie Up, Continually",るい,
癒,18,8,1667,1,"Healing, Cure, Quench (thirst), Wreak",ゆ,"い.える, いや.す, い.やす"
郭,11,8,1670,1,"Enclosure, Quarters, Fortification, Red-light District",かく,くるわ
尿,7,8,1672,1,Urine,にょう,"ゆばり, いばり, しと"
賓,15,8,1677,1,"V.i.p., Guest",ひん,
虜,13,8,1678,1,"Captive, Barbarian, Low Epithet For The Enemy","りょ, ろ","とりこ, とりく"
憾,16,8,1682,1,"Remorse, Regret, Be Sorry",かん,うら.む
弥,8,8,1687,1,"All The More, Increasingly","み, び","や, いや, いよ.いよ, わた.る"
粗,11,8,1689,1,"Coarse, Rough, Rugged",そ,"あら.い, あら-"
循,12,8,1699,1,"Sequential, Follow",じゅん,
凝,16,8,1712,1,"Congeal, Freeze, Stiff, Be Absorbed In",ぎょう,"こ.る, こ.らす, こご.らす, こご.らせる, こご.る"
脊,10,8,2299,0,"Stature, Height",せき,"せ, せい"
昌,8,9,1372,1,"Prosperous, Bright, Clear",しょう,さかん
旦,5,8,0,1,"Daybreak, Dawn, Morning","たん, だん","あき.らか, あきら, ただし, あさ, あした"
愉,12,8,1974,1,"Pleasure, Happy, Rejoice",ゆ,"たの.しい, たの.しむ"
抹,8,8,2006,1,"Rub, Paint, Erase",まつ,
栓,10,8,2199,1,"Plug, Bolt, Cork, Bung, Stopper",せん,
之,3,9,1318,1,"Of, This",し,"の, これ, ゆく, この"
龍,16,10,1734,0,"Dragon, Imperial","りゅう, りょう, ろう",たつ
遼,15,9,2050,1,Distant,りょう,
瑛,12,9,2393,1,"Sparkle Of Jewelry, Crystal",えい,
那,7,8,1621,1,What?,"な, だ","なに, なんぞ, いかん"
拍,8,8,1373,1,"Clap, Beat (music)","はく, ひょう",
猶,12,8,1799,1,"Furthermore, Still, Yet","ゆう, ゆ",なお
宰,10,8,1597,1,"Superintend, Manager, Rule",さい,
寂,11,8,1599,1,"Loneliness, Quietly, Mellow, Mature, Death Of A Priest","じゃく, せき","さび, さび.しい, さび.れる, さみ.しい"
縫,16,8,1723,1,"Sew, Stitch, Embroider",ほう,ぬ.う
呉,7,8,1729,1,"Give, Do Something For, Kingdom Of Wu",ご,"く.れる, くれ"
凡,3,8,1730,1,"Commonplace, Ordinary, Mediocre","ぼん, はん","およ.そ, おうよ.そ, すべ.て"
恭,10,8,1737,1,"Respect, Reverent",きょう,うやうや.しい
錯,16,8,1740,1,"Confused, Mix, Be In Disorder","さく, しゃく",
穀,14,6,1744,1,"Cereals, Grain",こく,
陵,11,8,1746,1,"Mausoleum, Imperial Tomb, Mound, Hill",りょう,みささぎ
弊,15,8,1750,1,"Abuse, Evil, Vice, Breakage",へい,
舶,11,8,1753,1,"Liner, Ship",はく,
窮,15,8,1756,1,"Hard Up, Destitute, Suffer, Perplexed, Cornered","きゅう, きょう","きわ.める, きわ.まる, きわ.まり, きわ.み"
悦,10,8,1762,1,"Ecstasy, Joy, Rapture",えつ,"よろこ.ぶ, よろこ.ばす"
縛,16,8,1764,1,"Truss, Arrest, Bind, Tie, Restrain",ばく,しば.る
轄,17,8,1771,1,"Control, Wedge",かつ,くさび
弦,8,8,1773,1,"Bowstring, Chord, Hypotenuse",げん,つる
窒,11,8,1776,1,"Plug Up, Obstruct",ちつ,
洪,9,8,1778,1,"Deluge, Flood, Vast",こう,
摂,13,8,1779,1,"Vicarious, Surrogate, Act In Addition To, Take In, Absorb","せつ, しょう","おさ.める, かね.る, と.る"
飽,13,8,1780,1,"Sated, Tired Of, Bored, Satiate",ほう,"あ.きる, あ.かす, あ.く"
紳,11,8,1790,1,"Sire, Good Belt, Gentleman",しん,
庸,11,8,2038,1,"Commonplace, Ordinary, Employment",よう,
靖,13,9,1390,1,Peaceful,"せい, じょう",やす.んじる
嘉,14,9,1553,1,"Applaud, Praise, Esteem, Happy, Auspicious",か,"よみ.する, よい"
搾,13,8,2046,1,Squeeze,さく,しぼ.る
蝶,15,9,2011,1,Butterfly,ちょう,
碑,14,8,1792,1,"Tombstone, Monument",ひ,いしぶみ
尉,11,8,2007,1,"Military Officer, Jailer, Old Man, Rank","い, じょう",
凛,15,9,0,0,Cold,りん,きびし.い
匠,6,8,1718,1,"Artisan, Workman, Carpenter",しょう,たくみ
遥,12,9,2376,1,"Far Off, Distant, Long Ago",よう,はる.か
智,12,9,1002,1,"Wisdom, Intellect, Reason",ち,
柴,10,9,1638,0,"Brush, Firewood","さい, し",しば
賊,13,8,2045,1,"Burglar, Rebel, Traitor, Robber",ぞく,
鼓,13,8,1795,1,"Drum, Beat, Rouse, Muster",こ,つづみ
旋,11,8,1801,1,"Rotation, Go Around",せん,"め.ぐる, いばり"
腸,13,4,1807,1,"Intestines, Guts, Bowels, Viscera",ちょう,"はらわた, わた"
槽,15,8,1809,1,"Vat, Tub, Tank",そう,ふね
伐,6,8,1816,1,"Fell, Strike, Attack, Punish","ばつ, はつ, か, ぼち","き.る, そむ.く, う.つ"
漬,14,8,1818,1,"Pickling, Soak, Moisten, Steep",し,"つ.ける, つ.かる, -づ.け, -づけ"
坪,8,8,1823,1,"Two-mat Area, Approx. Thirty-six Sq Ft",へい,つぼ
紺,11,8,1825,1,"Dark Blue, Navy",こん,
羅,19,8,1831,1,"Gauze, Thin Silk, Rome, Arrange, Spread Out",ら,うすもの
峡,9,8,1833,1,"Gorge, Ravine","きょう, こう",はざま
俸,10,8,1834,1,"Stipend, Salary",ほう,
醸,20,8,1838,1,"Brew, Cause",じょう,かも.す
弔,4,8,1840,1,"Condolences, Mourning, Funeral",ちょう,"とむら.う, とぶら.う"
乙,1,8,1841,1,"The Latter, Duplicate, Strange, Witty, Fishhook Radical (no. 5)","おつ, いつ","おと-, きのと"
遍,12,8,1845,1,"Everywhere, Times, Widely, Generally",へん,あまね.く
衡,16,8,1847,1,"Equilibrium, Measuring Rod, Scale",こう,
款,12,8,1854,1,"Goodwill, Article, Section, Friendship, Collusion",かん,
閲,15,8,1855,1,"Review, Inspection, Revision",えつ,けみ.する
喝,11,8,1858,1,"Hoarse, Scold",かつ,
敢,12,8,1859,1,"Daring, Brave, Bold, Sad, Tragic, Pitiful",かん,"あ.えて, あ.えない, あ.えず"
膜,14,8,1804,1,Membrane,まく,
盲,8,8,1767,1,"Blind, Blind Man, Ignoramus",もう,めくら
胎,9,8,1861,1,"Womb, Uterus",たい,
酵,14,8,1862,1,Fermentation,こう,
堕,12,8,2087,1,"Degenerate, Descend To, Lapse Into",だ,"お.ちる, くず.す, くず.れる"
遮,14,8,1865,1,"Intercept, Interrupt, Obstruct",しゃ,さえぎ.る
烏,10,9,2042,0,"Crow, Raven","う, お","からす, いずくんぞ, なんぞ"
凸,5,8,2143,1,"Convex, Beetle Brow, Uneven",とつ,でこ
凹,5,8,2206,1,"Concave, Hollow, Sunken",おう,"くぼ.む, へこ.む, ぼこ"
楓,13,9,0,1,Maple,ふう,かえで
哉,9,9,0,1,"How, What, Alas, Question Mark, Exclamation Mark",さい,"かな, や"
蒼,13,9,2276,1,"Blue, Pale",そう,あお.い
瑠,14,8,2352,1,Lapis Lazuli,"る, りゅう",
萌,11,9,2346,1,"Show Symptoms Of, Sprout, Bud, Malt",ほう,"も.える, きざ.す, めばえ, きざ.し"
硫,12,8,1867,1,Sulphur,りゅう,
赦,11,8,1868,1,"Pardon, Forgiveness",しゃ,
窃,9,8,1871,1,"Stealth, Steal, Secret, Private, Hushed",せつ,"ぬす.む, ひそ.か"
慨,13,8,1875,1,"Rue, Be Sad, Sigh, Lament",がい,
扶,7,8,1879,1,"Aid, Help, Assist",ふ,たす.ける
戯,15,8,1880,1,"Frolic, Play, Sport","ぎ, げ","たわむ.れる, ざ.れる, じゃ.れる"
忌,7,8,1882,1,"Mourning, Abhor, Detestable, Death Anniversary",き,"い.む, い.み, い.まわしい"
濁,16,8,1883,1,"Voiced, Uncleanness, Wrong, Nigori, Impurity","だく, じょく","にご.る, にご.す"
奔,8,8,1884,1,"Run, Bustle",ほん,はし.る
肖,7,8,1889,1,Resemblance,しょう,あやか.る
朽,6,8,1891,1,"Decay, Rot, Remain In Seclusion",きゅう,く.ちる
殻,11,8,1892,1,"Husk, Nut Shell","かく, こく, ばい","から, がら"
享,8,8,1893,1,"Enjoy, Receive, Undergo, Answer (phone), Take, Get, Catch","きょう, こう",う.ける
藩,18,8,1896,1,"Clan, Enclosure",はん,
媒,12,8,1900,1,"Mediator, Go-between",ばい,なこうど
鶏,19,8,1901,1,Chicken,けい,"にわとり, とり"
嘱,15,8,1903,1,"Entrust, Request, Send A Message",しょく,"しょく.する, たの.む"
迭,8,8,1907,1,"Transfer, Alternation",てつ,
椎,12,8,1911,1,"Chinquapin, Mallet, Spine","つい, すい","つち, う.つ"
絹,13,6,1916,1,Silk,けん,きぬ
陪,11,8,1917,1,"Obeisance, Follow, Accompany, Attend On",ばい,
剖,10,8,1918,1,Divide,ぼう,
譜,19,8,1919,1,"Musical Score, Music, Note, Staff, Table, Genealogy",ふ,
淑,11,8,1922,1,"Graceful, Gentle, Pure",しゅく,しと.やか
帆,6,8,1923,1,Sail,はん,ほ
憤,15,8,1863,1,"Aroused, Resent, Be Indignant, Anger",ふん,いきどお.る
酌,10,8,2271,1,"Bar-tending, Serving Sake, The Host, Draw (water), Ladle, Scoop, Pump",しゃく,く.む
暁,12,8,1924,1,"Daybreak, Dawn, In The Event","ぎょう, きょう","あかつき, さと.る"
傑,13,8,1926,1,"Greatness, Excellence",けつ,すぐ.れる
錠,16,8,1934,1,"Lock, Fetters, Shackles",じょう,
凌,10,9,2423,1,"Endure, Keep (rain)out, Stave Off, Tide Over, Defy, Slight, Surpass",りょう,しの.ぐ
瑞,13,9,1873,1,Congratulations,"ずい, すい","みず-, しるし"
菅,11,9,1562,0,Sedge,"かん, けん",すげ
漣,13,9,0,0,Ripples,"れん, らん",さざなみ
璃,15,8,0,1,"Glassy, Lapis Lazuli",り,
遷,15,8,1937,1,"Transition, Move, Change",せん,"うつ.る, うつ.す, みやこがえ"
拙,8,8,1938,1,"Bungling, Clumsy, Unskillful",せつ,つたな.い
峠,9,8,1941,1,"Mountain Peak, Mountain Pass, Climax, Crest, (kokuji)",,とうげ
篤,16,8,1942,1,"Fervent, Kind, Cordial, Serious, Deliberate",とく,あつ.い
叔,8,8,1950,1,"Uncle, Youth",しゅく,
雌,14,8,1951,1,"Feminine, Female",し,"め-, めす, めん"
堪,12,8,1953,1,"Withstand, Endure, Support, Resist","かん, たん","た.える, たま.る, こら.える, こた.える"
吟,7,8,1956,1,"Versify, Singing, Recital",ぎん,
甚,9,8,1961,1,"Tremendously, Very, Great, Exceedingly",じん,"はなは.だ, はなは.だしい"
崇,11,8,1970,1,"Adore, Respect, Revere, Worship",すう,あが.める
漆,14,8,1971,1,"Lacquer, Varnish, Seven",しつ,うるし
岬,8,8,1972,1,"Headland, Cape, Spit, Promontory",こう,みさき
紡,10,8,1876,1,Spinning,ぼう,つむ.ぐ
礁,17,8,1977,1,"Reef, Sunken Rock",しょう,
屯,4,8,1980,1,"Barracks, Police Station, Camp, Ton",とん,たむろ
姻,9,8,1985,1,"Matrimony, Marry",いん,
擬,17,8,1990,1,"Mimic, Aim (a Gun) At, Nominate, Imitate",ぎ,"まが.い, もど.き"
睦,13,8,1993,1,"Intimate, Friendly, Harmonious","ぼく, もく","むつ.まじい, むつ.む, むつ.ぶ"
閑,12,8,1994,1,Leisure,かん,
曹,11,8,1998,1,"Office, Official, Comrade, Fellow","そう, ぞう",
詠,12,8,2000,1,"Recitation, Poem, Song, Composing",えい,"よ.む, うた.う"
卑,9,8,2003,1,"Lowly, Base, Vile, Vulgar",ひ,"いや.しい, いや.しむ, いや.しめる"
侮,8,8,2004,1,"Scorn, Despise, Make Light Of, Contempt",ぶ,"あなど.る, あなず.る"
