kanji,strokes,grade,freq,jlpt_new
銃,14,8,1013,1
項,12,8,884,1
鋼,16,6,1246,1
顧,21,8,1058,1
駐,15,8,955,2
駆,14,8,1033,1
柱,9,3,1119,2
唱,11,4,1123,1
孝,7,6,1030,0
俊,9,8,1007,1
兼,10,8,1164,1
剤,10,8,1151,1
吹,7,8,1133,3
堀,11,8,1285,1
巡,6,8,1262,1
戒,7,8,1062,1
排,11,8,1047,1
携,13,8,1017,1
敏,10,8,1042,1
鋭,15,8,1395,2
敷,15,8,1212,1
殿,13,8,1199,2
犠,17,8,1189,1
獲,16,8,964,1
茂,8,8,1188,1
繁,16,8,1198,1
頻,17,8,1590,1
殖,12,8,1362,1
薄,16,8,1009,2
衝,15,8,972,1
誉,13,8,1064,1
褒,15,8,2073,1
透,10,8,1035,1
隣,16,8,1083,1
雅,13,8,1192,1
遜,13,8,0,0
伺,7,8,2209,2
徹,15,8,968,1
瀬,19,8,1152,1
撤,15,8,811,1
措,11,8,818,1
拠,8,8,858,1
儀,15,8,739,1
樹,16,6,988,1
棄,13,8,901,1
虎,8,8,1653,1
蛍,11,8,2031,1
蜂,13,8,2223,0
酎,10,8,0,0
蜜,14,8,2203,0
墟,15,13,0,0
艦,21,8,1363,1
潜,15,8,1329,1
拳,10,8,1935,1
炭,9,3,1307,2
畑,9,3,1176,0
包,5,4,954,2
衣,6,4,1214,2
仁,4,6,1332,1
鉱,13,5,1376,2
至,6,6,996,1
誠,13,6,1128,1
郷,11,6,1077,1
侵,9,8,1025,1
偽,11,8,1171,1
克,7,8,1333,1
到,8,8,1032,3
双,4,8,1029,2
哲,10,8,1093,1
喪,12,8,885,1
堅,12,8,1049,1
床,7,8,1175,2
括,9,8,1026,1
弧,9,8,2371,1
挑,9,8,989,1
掘,11,8,1257,2
揚,12,8,1316,1
握,12,8,1003,1
揺,12,8,1079,1
斎,11,8,1155,1
暫,15,8,1112,1
析,8,8,980,1
枢,8,8,1791,1
軸,12,8,1261,1
柄,9,8,1140,1
泊,8,8,1233,2
滑,13,8,1238,1
潟,15,8,1204,1
焦,12,8,973,1
範,15,8,1088,1
紛,10,8,994,1
糾,9,8,1820,1
綱,14,8,1053,1
網,14,8,1194,1
肝,7,8,1118,1
芝,6,8,1052,1
荒,9,8,1099,2
袋,11,8,1125,2
誰,15,8,1933,0
珍,9,8,1330,2
裂,12,8,1041,1
襲,22,8,1130,1
貢,10,8,956,1
趣,15,8,1153,1
距,12,8,1191,1
籍,20,8,907,2
露,21,8,928,1
牧,8,4,1360,1
刷,8,4,1352,2
朗,10,6,1374,1
潮,15,6,1231,1
即,7,8,1167,1
垣,9,8,1539,1
威,9,8,1103,1
封,9,8,1143,2
筒,12,8,1631,2
岳,8,8,1334,1
慰,15,8,1158,1
懇,17,8,1135,1
懲,18,8,1303,1
摩,15,8,1252,1
擦,17,8,1485,1
撲,15,8,1283,1
斉,8,8,1209,1
旨,6,8,1166,1
柔,9,8,1187,2
沈,7,8,1271,2
沼,8,8,1467,1
泰,10,8,1281,1
滅,13,8,1222,1
滋,12,8,1563,1
炉,8,8,1359,1
琴,12,8,1591,1
寸,3,6,1669,1
竜,10,8,1195,1
縁,15,8,1291,1
翼,17,8,1201,1
吉,6,8,711,1
刃,3,8,1763,1
忍,7,8,1700,1
桃,10,8,1784,1
辛,7,8,1607,2
謎,16,8,2021,0
侍,8,8,1939,1
俺,10,8,1946,0
叱,5,8,2255,0
娯,10,8,1827,1
斗,4,8,1885,1
朱,6,8,1788,1
丘,5,8,1405,1
梨,11,8,1331,1
僕,14,8,1236,1
匹,4,8,1384,2
叫,6,8,1426,2
釣,11,8,1542,1
髪,14,8,1474,3
嵐,12,8,1910,1
笠,11,9,1499,0
涙,10,8,1381,2
缶,6,8,1543,2
姫,10,8,1566,1
棚,12,8,1594,1
粒,11,8,1635,2
砲,10,8,1268,1
雷,13,8,1491,1
芽,8,4,1691,1
塔,12,8,1708,2
澄,15,8,1722,1
矛,5,8,1538,1
肌,6,8,1559,2
舟,6,8,1786,2
鐘,20,8,1681,1
凶,4,8,1673,1
塊,13,8,1800,1
狩,9,8,1785,1
頃,11,8,2015,0
魂,14,8,1748,1
脚,11,8,1228,1
也,3,9,1404,1
井,4,8,339,1
呪,8,8,2131,0
嬢,16,8,2059,1
暦,14,8,1765,1
曇,16,8,1899,2
眺,11,8,1726,1
裸,13,8,1796,1
賭,15,8,1989,0
疲,10,8,1263,3
塾,14,8,1297,1
卓,8,8,1348,1
磨,16,8,1608,2
菌,11,8,1586,1
陰,11,8,1393,1
霊,15,8,1458,1
湿,12,8,1517,2
硬,12,8,1101,2
稼,15,8,1264,1
嫁,13,8,1581,1
溝,13,8,1736,1
滝,13,8,1478,1
狂,7,8,1425,1
翔,12,9,1936,1
墨,14,8,1616,1
鳩,13,9,1637,1
穏,16,8,1535,1
鈍,12,8,1574,2
魔,21,8,1514,1
寮,15,8,1705,1
盆,9,8,1654,1
棟,12,8,1406,1
吾,7,9,1828,0
斬,11,8,2132,0
寧,14,8,1697,1
椅,12,8,2245,0
歳,13,8,269,3
涼,11,8,1783,2
猿,13,8,1772,1
瞳,17,8,2069,1
鍵,17,8,2029,0
零,13,8,1217,2
碁,13,8,1609,1
租,10,8,2089,1
幽,9,8,1996,1
泡,8,8,1872,1
癖,18,8,1973,1
鍛,17,8,1793,1
錬,16,8,2221,1
穂,15,8,1656,1
帝,9,8,1276,1
瞬,18,8,1265,1
菊,11,8,1287,1
誇,13,8,1272,1
庄,6,9,1693,1
阻,8,8,1280,1
黙,15,8,1338,1
俵,10,5,1481,1
綿,14,5,1495,2
架,9,8,1555,1
砕,9,8,1579,1
粘,11,8,1410,1
粧,12,8,1545,0
欺,12,8,1541,1
詐,12,8,1511,1
霧,19,8,1747,1
柳,9,8,1169,1
伊,6,9,703,1
佐,7,8,474,1
尺,4,6,1940,1
哀,9,8,1715,1
唇,10,8,1992,1
塀,12,8,1991,1
墜,15,8,1466,1
如,6,8,1704,1
婆,11,8,2435,1
崖,11,8,0,0
帽,12,8,1742,2
幣,15,8,1803,1
恨,9,8,1877,1
憎,14,8,1808,2
憩,16,8,1731,1
扇,10,8,1805,1
扉,12,8,1866,1
挿,10,8,1908,1
掌,12,8,1757,1
滴,14,8,2019,2
炊,8,8,1777,1
爽,11,8,2333,1
畳,12,8,1665,2
瞭,17,8,0,1
箸,15,8,2156,0
胴,10,8,1904,1
芯,7,8,2202,0
虹,9,8,2110,1
帳,11,3,1459,1
蚊,10,8,2121,1
蛇,11,8,1721,1
貼,12,8,2444,0
辱,10,8,1769,1
鉢,13,8,1890,1
闇,17,8,1969,0
隙,13,8,0,0
霜,17,8,2151,1
飢,10,8,1659,1
餓,15,8,1754,1
畜,10,8,1824,2
迅,6,8,1888,1
騎,18,8,1696,1
蓄,13,8,1260,1
尽,6,8,1234,1
彩,11,8,1251,1
憶,16,8,1324,1
溶,13,8,1364,2
耐,9,8,1295,1
踊,14,8,1308,2
賢,16,8,1159,2
輝,15,8,1259,1
脅,10,8,1183,1
麻,11,8,1142,1
灯,6,4,1605,2
咲,9,8,1534,2
培,11,8,1431,1
悔,9,8,1460,1
脇,10,8,1806,0
遂,12,8,1423,1
班,10,6,1592,1
塗,13,8,1414,2
斜,11,8,1504,1
殴,8,8,1622,1
盾,9,8,1476,1
穫,18,8,1642,1
巾,3,8,0,0
駒,15,8,1452,1
紫,12,8,1516,1
抽,8,8,1437,1
誓,14,8,1567,1
悟,10,8,1411,1
拓,8,8,1526,1
拘,8,8,1336,1
礎,18,8,1224,1
鶴,21,8,1369,1
刈,4,8,1738,1
剛,10,8,1576,1
唯,11,8,1292,1
壇,16,8,1512,1
尼,5,8,1844,1
概,14,8,1335,1
浸,10,8,1447,1
淡,11,8,1436,1
煮,12,8,1565,1
覆,18,8,1378,1
謀,16,8,1370,1
陶,11,8,1680,1
隔,13,8,1382,1
征,8,8,1578,1
陛,10,6,1429,1
俗,9,8,1610,1
桑,10,8,1650,1
潤,15,8,1644,1
珠,10,8,1711,1
衰,10,8,1432,1
奨,13,8,1445,1
劣,6,8,1620,1
勘,11,8,1494,1
妃,6,8,1752,1
丈,3,8,1375,0
峰,10,8,1836,1
巧,5,8,1537,1
邪,8,8,1612,1
駄,14,8,1500,1
唐,10,8,1727,0
廷,7,8,1439,1
鬱,29,8,0,0
鰐,20,13,0,0
蟹,19,9,2417,0
簿,19,8,1358,1
彰,14,8,1310,1
漫,14,8,1408,1
訂,9,8,1690,1
諮,16,8,1345,1
銘,14,8,1394,1
堰,12,9,1913,0
堤,12,8,1658,1
漂,14,8,1492,1
翻,18,8,1465,1
軌,9,8,1480,1
后,6,6,1583,1
奮,16,6,1521,1
亭,9,8,1627,1
仰,6,8,1573,1
伯,7,8,1741,1
偶,11,8,1602,3
淀,11,9,1987,0
墳,15,8,1822,1
壮,6,8,1657,1
把,7,8,1569,1
搬,13,8,1664,1
晶,12,8,1613,1
洞,9,8,1618,1
涯,11,8,1525,1
疫,9,8,1661,1
孔,4,8,2052,1
偉,12,8,1639,3
頂,11,6,1350,3
召,5,8,1540,2
挟,9,8,1870,2
枯,9,8,1749,2
沸,8,8,1709,2
濯,17,8,1698,2
燥,17,8,1819,2
瓶,11,8,1528,2
耕,10,5,1568,2
肯,8,8,1813,2
脂,10,8,1548,2
膚,15,8,1679,2
軒,10,8,1416,2
軟,11,8,1269,2
郊,9,8,1304,2
隅,12,8,1601,2
隻,10,8,1546,2
邸,8,8,905,1
郡,10,4,965,1
釈,11,8,1097,1
肪,8,8,1878,1
喚,12,8,1120,1
媛,12,8,1735,1
貞,9,8,1389,1
玄,5,8,1409,1
苗,8,8,1713,1
渦,12,8,1789,1
慈,13,8,1811,1
襟,18,8,2030,1
蓮,13,9,1839,1
亮,9,9,1821,1
聡,14,9,1507,1
浦,10,8,977,1
塚,12,8,869,1
陥,10,8,1154,1
貫,11,8,1156,1
覇,19,8,1173,1
呂,7,8,2055,1
茨,9,8,1203,0
擁,16,8,1213,1
孤,9,8,1239,1
賠,15,8,1243,1
鎖,18,8,1250,1
噴,15,8,1270,1
祥,10,8,1273,1
牲,9,8,1274,1
秩,10,8,1275,1
唆,10,8,1278,1
膨,16,8,1293,1
芳,7,8,1302,1
恒,9,8,1314,1
倫,10,8,1322,1
陳,11,8,1323,1
須,12,8,1339,1
偏,11,8,1340,1
遇,12,8,1343,1
糧,18,8,1354,1
殊,10,8,1361,1
慢,14,8,1368,1
没,7,8,1385,1
怠,9,8,1703,1
遭,14,8,1554,1
惰,12,8,2336,1
猟,11,8,1851,1
乃,2,9,1978,1
綾,14,9,1759,1
颯,14,9,0,1
隼,10,9,2224,1
輔,14,9,1898,1
寛,13,8,1377,1
胞,9,8,1379,1
浄,9,8,1383,1
随,12,8,1396,1
稿,15,8,1400,1
丹,4,8,1402,1
壌,16,8,1407,1
舗,15,8,1412,1
騰,20,8,1420,1
緯,16,8,1430,1
艇,13,8,1433,1
披,8,8,1438,1
錦,16,8,1440,1
准,10,8,1441,1
剰,11,8,1448,1
繊,17,8,1451,1
諭,16,8,1461,1
惨,11,8,1463,1
虐,9,8,1464,1
据,11,8,1468,1
徐,10,8,1470,1
搭,12,8,1472,1
蒙,13,9,2360,0
鯉,18,9,2369,1
戴,17,8,2332,0
緋,14,9,2443,1
曙,17,9,1518,1
胡,9,9,1995,1
瓜,6,9,2459,0
帥,9,8,2016,1
啓,11,8,1403,1
葵,12,9,2122,1
駿,17,9,1817,1
諒,15,9,0,1
莉,10,9,0,1
鯨,19,8,1486,1
荘,9,8,1489,1
栽,10,8,1496,1
拐,8,8,1498,1
冠,9,8,1503,1
勲,15,8,1513,1
酬,13,8,1515,1
紋,10,8,1519,1
卸,9,8,1520,1
欄,20,8,1523,1
逸,11,8,1524,1
尚,8,8,1531,1
顕,18,8,1536,1
粛,11,8,1549,1
愚,13,8,1551,1
庶,11,8,1558,1
践,13,8,1570,1
呈,7,8,1571,1
疎,12,8,1572,1
疾,10,8,1577,1
謡,16,8,1580,1
鎌,18,8,1587,1
酷,14,8,1596,1
叙,9,8,1954,1
且,5,8,0,1
痴,13,8,1663,1
呆,7,13,1848,0
哺,10,8,2461,0
傲,13,8,0,0
茎,8,8,2013,1
阿,8,9,1126,1
悠,11,8,1921,1
杏,7,9,2159,1
茜,9,9,2422,1
栞,10,9,0,1
伏,6,8,1604,1
鎮,18,8,1617,1
奉,8,8,1624,1
憂,15,8,1625,1
朴,6,8,1626,1
栃,9,8,1427,0
惜,11,8,1641,1
佳,8,8,1643,1
悼,11,8,1645,1
該,13,8,1648,1
赴,9,8,1649,1
髄,19,8,1652,1
傍,12,8,1660,1
累,11,8,1662,1
癒,18,8,1667,1
郭,11,8,1670,1
尿,7,8,1672,1
賓,15,8,1677,1
虜,13,8,1678,1
憾,16,8,1682,1
弥,8,8,1687,1
粗,11,8,1689,1
循,12,8,1699,1
凝,16,8,1712,1
脊,10,8,2299,0
昌,8,9,1372,1
旦,5,8,0,1
愉,12,8,1974,1
抹,8,8,2006,1
栓,10,8,2199,1
之,3,9,1318,1
龍,16,10,1734,0
遼,15,9,2050,1
瑛,12,9,2393,1
那,7,8,1621,1
拍,8,8,1373,1
猶,12,8,1799,1
宰,10,8,1597,1
寂,11,8,1599,1
縫,16,8,1723,1
呉,7,8,1729,1
凡,3,8,1730,1
恭,10,8,1737,1
錯,16,8,1740,1
穀,14,6,1744,1
陵,11,8,1746,1
弊,15,8,1750,1
舶,11,8,1753,1
窮,15,8,1756,1
悦,10,8,1762,1
縛,16,8,1764,1
轄,17,8,1771,1
弦,8,8,1773,1
窒,11,8,1776,1
洪,9,8,1778,1
摂,13,8,1779,1
飽,13,8,1780,1
紳,11,8,1790,1
庸,11,8,2038,1
靖,13,9,1390,1
嘉,14,9,1553,1
搾,13,8,2046,1
蝶,15,9,2011,1
碑,14,8,1792,1
尉,11,8,2007,1
凛,15,9,0,0
匠,6,8,1718,1
遥,12,9,2376,1
智,12,9,1002,1
柴,10,9,1638,0
賊,13,8,2045,1
鼓,13,8,1795,1
旋,11,8,1801,1
腸,13,4,1807,1
槽,15,8,1809,1
伐,6,8,1816,1
漬,14,8,1818,1
坪,8,8,1823,1
紺,11,8,1825,1
羅,19,8,1831,1
峡,9,8,1833,1
俸,10,8,1834,1
醸,20,8,1838,1
弔,4,8,1840,1
乙,1,8,1841,1
遍,12,8,1845,1
衡,16,8,1847,1
款,12,8,1854,1
閲,15,8,1855,1
喝,11,8,1858,1
敢,12,8,1859,1
膜,14,8,1804,1
盲,8,8,1767,1
胎,9,8,1861,1
酵,14,8,1862,1
堕,12,8,2087,1
遮,14,8,1865,1
烏,10,9,2042,0
凸,5,8,2143,1
凹,5,8,2206,1
楓,13,9,0,1
哉,9,9,0,1
蒼,13,9,2276,1
瑠,14,8,2352,1
萌,11,9,2346,1
硫,12,8,1867,1
赦,11,8,1868,1
窃,9,8,1871,1
慨,13,8,1875,1
扶,7,8,1879,1
戯,15,8,1880,1
忌,7,8,1882,1
濁,16,8,1883,1
奔,8,8,1884,1
肖,7,8,1889,1
朽,6,8,1891,1
殻,11,8,1892,1
享,8,8,1893,1
藩,18,8,1896,1
媒,12,8,1900,1
鶏,19,8,1901,1
嘱,15,8,1903,1
迭,8,8,1907,1
椎,12,8,1911,1
絹,13,6,1916,1
陪,11,8,1917,1
剖,10,8,1918,1
譜,19,8,1919,1
淑,11,8,1922,1
帆,6,8,1923,1
憤,15,8,1863,1
酌,10,8,2271,1
暁,12,8,1924,1
傑,13,8,1926,1
錠,16,8,1934,1
凌,10,9,2423,1
瑞,13,9,1873,1
菅,11,9,1562,0
漣,13,9,0,0
璃,15,8,0,1
遷,15,8,1937,1
拙,8,8,1938,1
峠,9,8,1941,1
篤,16,8,1942,1
叔,8,8,1950,1
雌,14,8,1951,1
堪,12,8,1953,1
吟,7,8,1956,1
甚,9,8,1961,1
崇,11,8,1970,1
漆,14,8,1971,1
岬,8,8,1972,1
紡,10,8,1876,1
礁,17,8,1977,1
屯,4,8,1980,1
姻,9,8,1985,1
擬,17,8,1990,1
睦,13,8,1993,1
閑,12,8,1994,1
曹,11,8,1998,1
詠,12,8,2000,1
卑,9,8,2003,1
侮,8,8,2004,1
鋳,15,8,2005,1
蔑,14,8,2483,0
胆,9,8,1449,1
浪,10,8,1508,1
禍,13,8,2010,1
酪,13,8,2012,1
憧,15,8,2259,1
慶,15,8,1300,1
亜,7,8,1509,1
汰,7,8,0,1
梓,11,9,2301,1
沙,7,8,1897,1
逝,10,8,2018,1
匿,10,8,2024,1
寡,14,8,2035,1
痢,12,8,2037,1
坑,7,8,2040,1
藍,18,8,2043,1
畔,10,8,2049,1
唄,10,8,2051,1
拷,9,8,2057,1
渓,11,8,2063,1
廉,13,8,2066,1
謹,17,8,2068,1
湧,12,8,2070,1
醜,17,8,2074,1
升,4,8,2077,1
殉,10,8,2080,1
煩,13,8,2081,1
劾,8,8,2085,1
桟,10,8,2093,1
婿,12,8,2099,1
慕,14,8,2100,1
罷,15,8,2104,1
矯,17,8,2105,1
某,9,8,2106,1
囚,5,8,2107,1
泌,8,8,2112,1
漸,14,8,2115,1
藻,19,8,2124,1
妄,6,8,2264,1
蛮,12,8,2339,1
倹,10,8,2479,1
狐,9,13,2185,0
唖,10,13,0,0
娃,9,9,0,0
挨,10,8,2258,0
姶,9,13,0,0
逢,10,9,2116,0
穐,16,13,0,0
渥,12,9,2257,1
旭,6,9,1417,1
葦,13,9,2343,0
芦,7,9,1733,0
鯵,19,13,0,0
斡,14,9,0,0
宛,8,8,0,0
姐,8,13,0,0
虻,9,13,0,0
飴,13,13,0,0
絢,12,9,2315,1
鮎,16,9,2201,1
或,8,9,2378,0
粟,12,9,2146,0
袷,11,13,0,0
庵,11,9,2119,0
按,9,9,0,0
鞍,15,9,2214,0
夷,6,9,2324,0
惟,11,9,2246,1
畏,9,8,2389,0
萎,11,8,0,0
謂,16,9,0,0
亥,6,9,0,1
郁,9,9,1920,1
磯,17,9,1444,1
壱,7,8,2351,1
溢,13,9,2405,0
鰯,21,9,0,0
允,4,9,2358,1
咽,9,8,0,0
淫,11,8,0,0
胤,9,9,0,1
蔭,14,9,2166,0
韻,19,8,2148,1
吋,6,13,0,0
迂,6,9,0,0
卯,5,9,2400,1
鵜,18,9,2118,0
窺,16,9,0,0
丑,4,9,2305,1
碓,13,9,2364,0
臼,6,8,2048,0
嘘,14,13,2235,0
欝,26,13,0,0
蔚,14,13,0,0
鰻,22,13,0,0
姥,9,9,0,0
厩,12,9,0,0
閏,12,9,0,0
噂,15,9,2298,0
云,4,9,0,0
荏,9,13,2096,0
餌,14,8,2277,0
叡,16,9,0,1
嬰,17,13,0,0
曳,6,9,0,0
洩,9,13,0,0
盈,9,13,0,0
穎,16,13,0,0
頴,16,13,0,0
謁,15,8,0,1
榎,14,9,1945,0
厭,14,13,0,0
奄,8,9,2047,0
怨,9,8,2137,0
掩,11,13,0,0
焔,11,13,0,0
燕,16,9,2147,0
艶,19,8,2207,1
苑,8,9,2060,1
薗,16,10,0,0
鴛,16,13,0,0
於,8,9,2113,1
甥,12,9,0,0
旺,8,8,2342,1
翁,10,8,2064,1
襖,17,9,0,0
鴬,16,13,0,0
鴎,15,13,2187,0
荻,10,9,1630,0
臆,17,8,0,0
桶,11,9,2210,0
牡,7,9,2155,0
伽,7,9,2323,1
珂,9,9,2227,0
禾,5,9,0,0
箇,14,8,0,1
苛,8,8,0,0
茄,8,9,0,1
蝦,15,9,2501,0
嘩,13,9,0,0
迦,8,9,2160,0
霞,17,9,1603,1
俄,9,9,0,0
峨,10,9,2234,0
臥,9,9,0,0
蛾,13,13,0,0
駕,15,9,0,0
廻,9,9,0,0
恢,9,9,0,0
魁,14,9,2108,1
晦,10,9,0,0
芥,7,9,1929,0
凱,12,9,2293,1
咳,9,13,0,0
碍,13,13,0,0
蓋,13,8,2388,0
鎧,18,9,0,0
骸,16,8,0,0
浬,10,9,0,0
馨,20,9,2164,1
蛙,12,13,0,0
柿,9,8,1745,0
蛎,11,13,0,0
鈎,12,13,0,0
劃,14,13,0,0
嚇,17,8,2141,1
廓,14,13,0,0
撹,15,13,0,0
赫,14,13,0,0
顎,18,8,0,0
樫,16,9,2297,0
橿,17,13,2198,0
梶,11,9,1355,0
鰍,20,13,0,0
恰,9,9,0,0
葛,11,8,1547,0
褐,13,8,2186,1
鰹,23,13,0,0
叶,5,9,2312,1
椛,11,9,0,0
樺,14,9,1982,1
鞄,14,9,0,0
兜,11,9,2034,0
竃,17,13,0,0
蒲,13,9,1887,0
釜,10,8,1761,0
噛,15,13,2399,0
鴨,16,9,1797,0
栢,10,13,0,0
茅,8,9,1895,1
萱,12,9,2217,0
粥,12,9,2280,0
苅,7,13,2178,0
瓦,5,8,1850,0
侃,8,9,0,1
姦,9,13,0,0
柑,9,9,0,0
桓,10,13,0,0
棺,12,8,2161,1
澗,15,13,0,0
潅,14,13,0,0
竿,9,9,2416,0
翰,16,13,0,0
莞,10,9,0,1
諌,15,13,2296,0
舘,16,13,2281,0
巌,20,9,1986,1
玩,8,8,2216,0
癌,17,13,2233,0
翫,15,13,2134,0
贋,19,13,2439,0
雁,12,9,2192,0
嬉,15,9,2274,1
毅,15,9,1770,1
畿,15,8,1683,0
稀,12,9,2232,1
徽,17,9,0,0
妓,7,13,0,0
祇,8,9,2169,0
蟻,19,13,0,0
誼,15,9,0,1
掬,11,9,0,0
鞠,17,9,0,1
吃,6,13,0,0
桔,10,9,0,0
橘,16,9,2053,1
砧,10,9,0,0
杵,8,9,2355,0
黍,12,13,0,0
仇,4,13,2322,0
汲,7,9,0,0
灸,7,9,0,0
笈,9,9,0,0
渠,12,13,0,0
鋸,16,9,0,0
禦,17,13,0,0
亨,7,9,1952,1
侠,8,13,2385,0
僑,14,13,2044,0
兇,6,13,0,0
匡,6,9,2176,1
卿,12,9,2138,0
喬,12,9,1962,1
彊,16,13,0,0
怯,8,13,0,0
蕎,15,9,0,0
饗,22,9,2347,0
尭,8,9,2136,1
桐,10,9,1668,1
粁,9,13,0,0
僅,12,8,0,0
斤,4,8,0,1
欣,8,9,2071,1
欽,12,9,2181,1
禽,13,9,0,0
芹,7,9,2158,1
衿,9,9,0,1
倶,10,13,1842,0
狗,8,13,0,0
玖,7,9,0,1
矩,10,9,2380,0
躯,11,13,0,0
駈,15,10,0,0
虞,13,8,0,1
喰,12,9,0,0
寓,12,9,2330,0
串,7,8,2139,0
櫛,17,9,2256,0
釧,11,9,1751,0
屑,10,9,0,0
窟,13,8,0,0
沓,8,9,0,0
轡,22,13,0,0
窪,14,9,1853,0
隈,12,9,2311,0
粂,9,13,0,0
栗,10,9,1550,1
鍬,17,9,0,0
薫,16,8,1849,1
卦,8,13,0,0
袈,11,9,0,1
祁,7,9,0,0
圭,6,9,1837,1
珪,10,13,0,0
慧,15,9,2168,1
桂,10,9,1651,1
畦,11,13,0,0
稽,16,8,2372,0
繋,17,13,0,0
罫,13,13,0,0
荊,9,13,0,0
詣,13,8,0,0
頚,14,13,2470,0
戟,12,9,0,0
桁,10,8,0,0
訣,11,9,0,0
倦,11,9,0,0
喧,12,9,2249,0
捲,12,9,0,0
牽,11,9,0,0
硯,12,9,2500,0
鹸,19,13,0,0
絃,11,9,0,1
舷,11,8,0,0
諺,16,9,0,0
乎,5,9,0,0
姑,8,13,2041,0
糊,15,9,0,0
袴,11,9,2175,0
股,8,8,2212,0
菰,12,13,0,0
跨,13,9,0,0
鈷,13,13,0,0
伍,6,9,1881,1
梧,11,9,0,1
檎,17,9,0,0
瑚,13,9,0,1
醐,16,9,0,0
乞,3,8,2478,0
佼,8,13,0,0
侯,9,8,2363,1
倖,10,9,0,1
勾,4,8,0,0
喉,12,8,2390,0
垢,9,13,0,0
宏,7,9,1277,1
巷,9,9,2415,0
庚,8,9,0,0
弘,5,9,1059,1
慌,12,8,1826,0
昂,8,9,0,1
晃,10,9,1666,1
杭,8,9,2329,0
梗,11,8,0,0
浩,10,9,1149,1
糠,17,13,0,0
紘,10,9,1685,1
肱,8,13,0,0
腔,12,9,0,0
膏,14,9,0,0
砿,10,13,0,0
閤,14,9,0,0
鴻,17,9,2111,1
劫,7,9,0,0
壕,17,9,2273,0
濠,17,13,0,0
轟,21,9,2438,0
麹,15,13,1988,0
鵠,18,13,2292,0
漉,14,13,0,0
甑,16,13,0,0
忽,8,9,0,0
惚,11,9,2486,0
狛,8,13,2196,0
此,6,9,2078,0
坤,8,13,0,0
墾,16,8,0,1
昏,8,9,0,0
梱,11,13,0,0
痕,11,8,1958,0
艮,6,13,0,0
些,8,9,0,0
叉,3,9,0,0
嵯,13,9,2191,1
瑳,14,9,0,1
裟,13,9,0,1
坐,7,9,2337,0
挫,10,8,1869,0
塞,13,8,0,0
采,8,8,0,1
犀,12,9,2426,0
砦,11,9,2304,0
冴,7,9,2341,1
堺,12,9,1846,0
榊,13,9,2094,0
肴,8,9,0,0
碕,13,13,0,0
鷺,24,9,2172,0
咋,8,13,0,0
朔,10,9,2318,1
柵,9,8,0,0
窄,10,9,0,0
鮭,17,13,2477,0
笹,11,9,1743,1
匙,11,13,0,0
拶,9,8,0,0
薩,17,9,1984,0
皐,11,9,2240,1
鯖,19,13,0,0
捌,10,13,0,0
錆,16,9,0,0
鮫,17,13,2244,0
晒,10,9,0,0
撒,15,9,0,0
燦,17,9,0,1
珊,9,9,0,0
纂,20,9,0,0
蚕,10,6,2272,1
讃,22,9,2179,0
餐,16,13,0,0
仔,5,9,0,0
嗣,13,8,2310,1
屍,9,13,0,0
孜,7,9,1457,0
斯,12,9,0,0
獅,13,9,1914,0
肢,8,8,2289,1
賜,15,8,2190,1
爾,14,9,0,1
璽,19,8,0,0
痔,11,13,0,0
而,6,9,0,0
蒔,13,9,2368,1
汐,6,9,2314,1
鴫,16,13,0,0
竺,8,9,0,0
宍,7,13,2269,0
雫,11,9,2219,0
嫉,13,8,2317,0
悉,11,9,0,0
蔀,14,13,0,0
篠,17,9,1556,0
偲,11,9,2350,1
屡,12,13,0,0
蕊,15,13,0,0
縞,16,9,2491,0
紗,10,9,0,1
勺,3,9,0,1
杓,7,13,0,0
灼,7,9,0,0
爵,17,8,0,1
錫,16,9,2095,0
惹,12,9,0,0
腫,13,8,2145,0
儒,16,8,2162,1
綬,14,13,0,0
愁,13,8,2171,1
洲,9,9,1979,1
繍,17,13,0,0
蒐,13,9,0,0
讐,23,13,0,0
蹴,19,8,2377,0
輯,16,9,0,0
酋,9,13,0,0
什,4,13,0,0
戎,6,13,0,0
夙,6,13,0,0
峻,10,9,1997,1
竣,12,9,0,1
舜,13,9,2384,1
楯,13,9,0,0
淳,11,9,1629,1
遵,15,8,0,1
醇,15,9,0,0
渚,11,9,2226,1
薯,16,13,0,0
藷,18,13,0,0
恕,10,9,0,1
鋤,15,13,0,0
哨,10,9,1999,0
嘗,14,9,0,0
妾,8,13,0,0
娼,11,13,2242,0
宵,10,8,2262,1
廠,15,13,0,0
抄,7,8,2328,1
捷,11,9,0,1
梢,11,9,0,1
樟,15,9,2252,0
樵,16,13,0,0
湘,12,9,1909,0
硝,12,8,2154,1
菖,11,9,0,1
蒋,13,13,2251,0
蕉,15,9,2033,1
裳,14,9,0,0
詔,12,8,2239,1
鉦,13,13,0,0
鍾,17,13,2321,0
鞘,16,9,0,0
丞,6,9,0,1
擾,18,13,0,0
杖,7,9,2387,0
穣,18,9,2464,1
埴,11,9,2150,0
拭,9,8,2421,0
燭,17,9,0,0
蝕,14,13,0,0
晋,10,9,1655,1
榛,14,9,2205,1
疹,10,13,0,0
秦,10,9,1894,1
薪,16,8,2182,1
塵,14,13,0,0
壬,4,9,2499,0
腎,13,8,1755,0
訊,10,9,0,0
靭,12,13,0,0
笥,11,13,0,0
諏,15,9,1949,0
